EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
487146,Theater Load in and Load Outs,06/01/2019 12:01:00 AM,06/02/2019 06:00:00 AM,05/23/2019 04:17:32 PM,"Mayor's Office of Film, Theatre & Broadcasting","FROST STREET between DEBEVOISE AVENUE and MORGAN AVENUE,  DEBEVOISE AVENUE between FROST STREET and RICHARDSON STREET",Brooklyn,1,94,Theater,Theater,United States of America,11222
485991,Theater Load in and Load Outs,06/01/2019 12:01:00 AM,06/02/2019 06:00:00 AM,05/20/2019 07:28:45 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   55 STREET between 11 AVENUE and 12 AVENUE,  WEST   56 STREET between 11 AVENUE and 12 AVENUE",Manhattan,4,18,Theater,Theater,United States of America,10019
488420,Shooting Permit,06/01/2019 06:00:00 AM,06/01/2019 10:00:00 PM,05/30/2019 12:22:36 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   91 STREET between CENTRAL PARK WEST and COLUMBUS AVENUE,Manhattan,"64, 7","22, 24",WEB,Not Applicable,United States of America,"10024, 10025"
487061,Shooting Permit,06/01/2019 06:00:00 AM,06/01/2019 10:00:00 PM,05/23/2019 01:24:13 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST STREET between BETHUNE STREET and BANK STREET,Manhattan,2,6,WEB,Not Applicable,United States of America,10014
487721,Shooting Permit,06/01/2019 06:00:00 AM,06/01/2019 10:00:00 PM,05/28/2019 10:29:47 AM,"Mayor's Office of Film, Theatre & Broadcasting",DUPONT STREET between PROVOST STREET and MCGUINNESS BOULEVARD,Brooklyn,1,94,Commercial,Commercial,United States of America,11222
488387,Shooting Permit,06/01/2019 06:00:00 AM,06/01/2019 10:00:00 PM,05/30/2019 11:16:17 AM,"Mayor's Office of Film, Theatre & Broadcasting","VAN DYKE STREET between RICHARDS STREET and OTSEGO STREET,  DWIGHT STREET between BEARD STREET and VAN DYKE STREET,  BUSH STREET between COURT STREET and CLINTON STREET,  COURT STREET between HAMILTON AVENUE and BUSH STREET,  COURT STREET between BUSH STREET and LORRAINE STREET,  LORRAINE STREET between CLINTON STREET and COURT STREET",Brooklyn,6,76,Commercial,Commercial,United States of America,11231
487855,Shooting Permit,06/01/2019 06:00:00 AM,06/01/2019 11:30:00 PM,05/28/2019 03:32:02 PM,"Mayor's Office of Film, Theatre & Broadcasting",MURRAY STREET between RIVER TERRACE and NORTH END AVENUE,Manhattan,1,1,WEB,Not Applicable,United States of America,10282
488207,Theater Load in and Load Outs,06/01/2019 06:00:00 AM,06/02/2019 06:00:00 AM,05/29/2019 04:40:21 PM,"Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  BROADWAY between WEST   74 STREET and WEST   75 STREET,  WEST   75 STREET between AMSTERDAM AVENUE and BROADWAY",Manhattan,7,20,Theater,Theater,United States of America,10023
486891,Shooting Permit,06/01/2019 07:00:00 AM,06/01/2019 07:00:00 PM,05/22/2019 07:48:22 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   27 STREET between 11 AVENUE and 12 AVENUE,Manhattan,4,10,Still Photography,Not Applicable,United States of America,10001
488009,Shooting Permit,06/01/2019 07:00:00 AM,06/01/2019 07:00:00 PM,05/29/2019 08:13:50 AM,"Mayor's Office of Film, Theatre & Broadcasting",NORTH   11 STREET between KENT AVENUE and WYTHE AVENUE,Brooklyn,1,"90, 94",Still Photography,Not Applicable,United States of America,"11211, 11222, 11249"
487948,Shooting Permit,06/01/2019 07:00:00 AM,06/01/2019 07:00:00 PM,05/28/2019 08:38:49 PM,"Mayor's Office of Film, Theatre & Broadcasting",MADISON AVENUE between EAST   78 STREET and EAST   79 STREET,Manhattan,8,19,Still Photography,Not Applicable,United States of America,"10021, 10028, 10075"
486841,Shooting Permit,06/01/2019 08:00:00 AM,06/01/2019 11:00:00 PM,05/22/2019 04:21:47 PM,"Mayor's Office of Film, Theatre & Broadcasting",LAGUARDIA PLACE between WASHINGTON SQUARE SOUTH and WEST    3 STREET,Manhattan,2,6,Television,Not Applicable,United States of America,10012
488226,Shooting Permit,06/01/2019 11:00:00 AM,06/02/2019 01:00:00 AM,05/29/2019 05:36:08 PM,"Mayor's Office of Film, Theatre & Broadcasting","BANK STREET between WASHINGTON STREET and WEST STREET,  WEST   17 STREET between 9 AVENUE and 10 AVENUE,  EAST   13 STREET between 4 AVENUE and BROADWAY",Manhattan,"2, 4","10, 6, 9",WEB,Not Applicable,United States of America,"10001, 10003, 10011, 10014"
465306,Theater Load in and Load Outs,06/02/2019 12:01:00 AM,06/03/2019 06:00:00 AM,02/20/2019 09:54:14 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   33 STREET between 7 AVENUE and 8 AVENUE,Manhattan,5,14,Theater,Theater,United States of America,"10001, 10121"
486949,Theater Load in and Load Outs,06/02/2019 12:01:00 AM,06/03/2019 06:00:00 AM,05/23/2019 09:40:08 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   31 STREET between 7 AVENUE and 8 AVENUE,  8 AVENUE between WEST   31 STREET and WEST   33 STREET",Manhattan,"4, 5",14,Theater,Theater,United States of America,"10001, 10121"
482046,Shooting Permit,06/02/2019 01:00:00 AM,06/02/2019 06:00:00 PM,05/02/2019 04:39:51 PM,"Mayor's Office of Film, Theatre & Broadcasting",EAST   68 STREET between FIFTH AVENUE and MADISON AVENUE,Manhattan,8,19,Television,News,United States of America,10065
488787,Shooting Permit,06/02/2019 04:00:00 AM,06/02/2019 11:00:00 AM,05/31/2019 01:54:05 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
488524,Shooting Permit,06/02/2019 06:00:00 AM,06/02/2019 10:00:00 PM,05/30/2019 03:40:50 PM,"Mayor's Office of Film, Theatre & Broadcasting",ORANGE STREET between COLUMBIA HEIGHTS and WILLOW STREET,Brooklyn,2,84,WEB,Not Applicable,United States of America,11201
488428,Rigging Permit,06/02/2019 07:00:00 AM,06/02/2019 07:00:00 PM,05/30/2019 12:38:25 PM,"Mayor's Office of Film, Theatre & Broadcasting",BROADWAY between EAST   12 STREET and EAST   13 STREET,Manhattan,2,"6, 9",Film,Feature,United States of America,10003
488388,Shooting Permit,06/02/2019 07:00:00 AM,06/02/2019 09:00:00 PM,05/30/2019 11:16:17 AM,"Mayor's Office of Film, Theatre & Broadcasting","TUDOR CITY PLACE between EAST   41 STREET and EAST   43 STREET,  EAST   43 STREET between TUDOR CITY PLACE and 2 AVENUE,  WEST   43 STREET between 11 AVENUE and 12 AVENUE,  43RD STREET between TUDOR CITY PLACE and 1 AVENUE",Manhattan,"4, 6","10, 17, 18",Commercial,Commercial,United States of America,"10017, 10036"
487659,Shooting Permit,06/02/2019 11:00:00 AM,06/02/2019 11:00:00 PM,05/27/2019 09:23:13 PM,"Mayor's Office of Film, Theatre & Broadcasting","Davidson Avenue between W,  174 Street and W.175 Street",Bronx,5,46,Film,Feature,United States of America,10453
488829,Shooting Permit,06/03/2019 01:00:00 AM,06/03/2019 08:00:00 PM,05/31/2019 03:10:23 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST BROADWAY between DUANE STREET and THOMAS STREET,  WEST BROADWAY between DUANE STREET and READE STREET,  DUANE STREET between HUDSON STREET and BROADWAY,  DUANE STREET between HUDSON STREET and WEST BROADWAY,  DUANE STREET between WEST BROADWAY and CHURCH STREET,  CHURCH STREET between THOMAS STREET and READE STREET,  MERCER STREET between GRAND STREET and BROOME STREET,  BROOME STREET between BROADWAY and GREENE STREET,  LAFAYETTE STREET between HOWARD STREET and GRAND STREET,  THOMPSON STREET between PRINCE STREET and WEST HOUSTON STREET,  THOMPSON STREET between PRINCE STREET and WEST HOUSTON STREET,  THOMPSON STREET between SPRING STREET and PRINCE STREET,  PRINCE STREET between THOMPSON STREET and WEST BROADWAY,  PRINCE STREET between THOMPSON STREET and SULLIVAN STREET,  PRINCE STREET between SULLIVAN STREET and 6 AVENUE,  WEST BROADWAY between WEST HOUSTON STREET and BROOME STREET,  SULLIVAN STREET between PRINCE STREET and WEST HOUSTON STREET,  WEST BROADWAY between SPRING STREET and BROOME STREET",Manhattan,"1, 2","1, 5",Film,Feature,United States of America,"10007, 10012, 10013"
488385,Shooting Permit,06/03/2019 06:00:00 AM,06/03/2019 09:00:00 PM,05/30/2019 11:10:58 AM,"Mayor's Office of Film, Theatre & Broadcasting","LAKE AVENUE between WENLOCK STREET and RONALD AVENUE,  LAKE AVENUE between WENLOCK STREET and WESTBROOK AVENUE,  WENLOCK STREET between LAKE AVENUE and MELYN PLACE,  WENLOCK STREET between LAKE AVENUE and SIMONSON AVENUE,  DIXON AVENUE between LAKE AVENUE and SIMONSON AVENUE,  LAKE AVENUE between DIXON AVENUE and WALKER STREET,  RONALD AVENUE between LAKE AVENUE and GRANITE AVENUE,  DIXON AVENUE between LAKE AVENUE and GRANITE AVENUE",Staten Island,1,121,Film,Feature,United States of America,10303
488641,Shooting Permit,06/03/2019 06:00:00 AM,06/03/2019 09:00:00 PM,05/30/2019 10:07:03 PM,"Mayor's Office of Film, Theatre & Broadcasting","LEONARD STREET between MONTROSE AVENUE and BOERUM STREET,  LEONARD STREET between BOERUM STREET and MOORE STREET,  LEONARD STREET between BOERUM STREET and MOORE STREET,  MANHATTAN AVENUE between SEIGEL STREET and BOERUM STREET",Brooklyn,1,90,Film,Feature,United States of America,11206
488679,Rigging Permit,06/03/2019 06:00:00 AM,06/05/2019 07:00:00 PM,05/31/2019 10:09:11 AM,"Mayor's Office of Film, Theatre & Broadcasting","AUDUBON AVENUE between WEST  175 STREET and WEST  174 STREET,  WEST  175 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE",Manhattan,12,33,Film,Feature,United States of America,10033
488149,Shooting Permit,06/03/2019 06:00:00 AM,06/03/2019 09:00:00 PM,05/29/2019 02:35:50 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   12 STREET between WEST    4 STREET and 8 AVENUE,  8 AVENUE between HUDSON STREET and HORATIO STREET,  WEST    4 STREET between JANE STREET and BANK STREET",Manhattan,2,6,Commercial,Commercial,United States of America,10014
488827,Shooting Permit,06/03/2019 06:00:00 AM,06/03/2019 10:00:00 PM,05/31/2019 03:07:57 PM,"Mayor's Office of Film, Theatre & Broadcasting","PLYMOUTH STREET between BRIDGE STREET and GOLD STREET,  WATER STREET between BRIDGE STREET and GOLD STREET",Brooklyn,2,84,Still Photography,Not Applicable,United States of America,11201
488231,Shooting Permit,06/03/2019 06:30:00 AM,06/03/2019 11:00:00 PM,05/29/2019 05:57:42 PM,"Mayor's Office of Film, Theatre & Broadcasting","BECK STREET between LONGWOOD AVENUE and EAST  156 STREET,  KELLY STREET between LONGWOOD AVENUE and EAST  156 STREET,  OAK POINT AVENUE between TIFFANY STREET and DUPONT STREET,  OAK POINT AVENUE between TRUXTON STREET and BARRY STREET,  BECK STREET between INTERVALE AVENUE and LONGWOOD AVENUE,  LONGWOOD AVENUE between DAWSON STREET and FOX STREET,  INTERVALE AVENUE between DAWSON STREET and BECK STREET,  EAST  156 STREET between BECK STREET and DAWSON STREET",Bronx,2,41,Television,Episodic series,United States of America,"10455, 10459, 10474"
488116,Shooting Permit,06/03/2019 07:00:00 AM,06/03/2019 08:30:00 PM,05/29/2019 01:09:18 PM,"Mayor's Office of Film, Theatre & Broadcasting","FRANKLIN AVENUE between LINCOLN PLACE and EASTERN PARKWAY,  LINCOLN PLACE between FRANKLIN AVENUE and CLASSON AVENUE,  LINCOLN PLACE between FRANKLIN AVENUE and BEDFORD AVENUE,  EASTERN PARKWAY between FRANKLIN AVENUE and CLASSON AVENUE,  FRANKLIN AVENUE between EASTERN PARKWAY and UNION STREET,  LINCOLN PLACE between FRANKLIN AVENUE and CLASSON AVENUE,  WASHINGTON AVENUE between PRESIDENT STREET and EASTERN PARKWAY",Brooklyn,"55, 8, 9","71, 77, 78",Television,Cable-episodic,United States of America,"11216, 11225, 11238"
488419,Shooting Permit,06/03/2019 07:00:00 AM,06/03/2019 11:00:00 PM,05/30/2019 12:17:47 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST  140 STREET between LOCUST AVENUE and WALNUT AVENUE,  WALNUT AVENUE between EAST  139 STREET and EAST  140 STREET,  EAST  139 STREET between WALNUT AVENUE and LOCUST AVENUE",Bronx,1,40,Television,Episodic series,United States of America,10454
488352,Shooting Permit,06/03/2019 07:00:00 AM,06/03/2019 09:00:00 PM,05/30/2019 09:51:33 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAST    9 STREET between 4 AVENUE and 3 AVENUE,  EAST    9 STREET between 4 AVENUE and 3 AVENUE,  BROADWAY between EAST    8 STREET and EAST    9 STREET,  WANAMAKER PLACE between BROADWAY and LAFAYETTE STREET,  EAST   10 STREET between UNIVERSITY PLACE and BROADWAY,  UNIVERSITY PLACE between EAST   10 STREET and EAST   12 STREET,  EAST   11 STREET between UNIVERSITY PLACE and BROADWAY,  4 AVENUE between EAST    9 STREET and EAST    8 STREET,  BROADWAY between EAST   13 STREET and EAST   14 STREET,  BROADWAY between EAST   12 STREET and EAST   13 STREET,  EAST   11 STREET between 5 AVENUE and UNIVERSITY PLACE,  EAST   10 STREET between 5 AVENUE and UNIVERSITY PLACE,  3 AVENUE between COOPER SQUARE and EAST 8 STREET",Manhattan,"2, 3","6, 9",Film,Feature,United States of America,10003
488193,Shooting Permit,06/03/2019 07:00:00 AM,06/03/2019 07:00:00 PM,05/29/2019 04:06:48 PM,"Mayor's Office of Film, Theatre & Broadcasting",FIFTH AVENUE between EAST   73 STREET and EAST   72 STREET,Manhattan,"64, 8","19, 22",Still Photography,Not Applicable,United States of America,"10021, 10023"
488138,Shooting Permit,06/03/2019 07:00:00 AM,06/04/2019 01:00:00 AM,05/29/2019 02:10:35 PM,"Mayor's Office of Film, Theatre & Broadcasting","MCDONALD AVENUE between TERRACE PLACE and FORT HAMILTON PARKWAY,  MCDONALD AVENUE between GREENWOOD AVENUE and FORT HAMILTON PARKWAY,  SHORE ROAD between 79 STREET and 83 STREET,  RIDGE BOULEVARD between 80 STREET and 82 STREET,  81 STREET between COLONIAL ROAD and 3 AVENUE",Brooklyn,"10, 7","68, 72",Television,Episodic series,United States of America,"11209, 11218"
488769,Shooting Permit,06/03/2019 09:00:00 AM,06/03/2019 09:00:00 PM,05/31/2019 01:11:21 PM,"Mayor's Office of Film, Theatre & Broadcasting","BEARD STREET between RICHARDS STREET and DWIGHT STREET,  VAN DYKE STREET between RICHARDS STREET and OTSEGO STREET,  DWIGHT STREET between BEARD STREET and VAN DYKE STREET",Brooklyn,6,76,Commercial,Commercial,United States of America,11231
488233,Shooting Permit,06/03/2019 09:00:00 AM,06/03/2019 10:00:00 PM,05/29/2019 06:22:09 PM,"Mayor's Office of Film, Theatre & Broadcasting","JOHNSON AVENUE between SCOTT AVENUE and GARDNER AVENUE,  SCOTT AVENUE between RANDOLPH STREET and JOHNSON AVENUE,  FLUSHING AVENUE between SCOTT AVENUE and INGRAHAM STREET,  GARDNER AVENUE between JOHNSON AVENUE and FLUSHING AVENUE,  INGRAHAM STREET between STEWART AVENUE and FLUSHING AVENUE,  STEWART AVENUE between JOHNSON AVENUE and HARRISON PLACE,  JOHNSON AVENUE between STEWART AVENUE and VARICK AVENUE",Brooklyn,"1, 4","83, 90",Television,Episodic series,United States of America,11237
488870,Shooting Permit,06/03/2019 01:00:00 PM,06/04/2019 01:30:00 AM,05/31/2019 04:18:26 PM,"Mayor's Office of Film, Theatre & Broadcasting","48 AVENUE between 32 PLACE and 33 STREET,  48 AVENUE between 32 PLACE and 33 STREET,  48 AVENUE between VAN DAM STREET and 32 PLACE,  33 STREET between 48 AVENUE and HUNTERS POINT AVENUE,  48 AVENUE between 33 STREET and 34 STREET,  33 STREET between 47 AVENUE and 48 AVENUE,  32 PLACE between 48 AVENUE and HUNTERS POINT AVENUE,  47 AVENUE between VAN DAM STREET and 33 STREET,  48 AVENUE between 33 STREET and 34 STREET",Queens,2,108,Television,Episodic series,United States of America,11101
487661,Shooting Permit,06/03/2019 04:00:00 PM,06/04/2019 04:00:00 AM,05/27/2019 09:51:51 PM,"Mayor's Office of Film, Theatre & Broadcasting",DAVIDSON AVENUE between WEST  174 STREET and WEST 175 STREET,Bronx,5,46,Film,Feature,United States of America,10453
487157,Theater Load in and Load Outs,06/04/2019 12:01:00 AM,06/05/2019 06:00:00 PM,05/23/2019 04:34:04 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   33 STREET between 7 AVENUE and 8 AVENUE,Manhattan,5,14,Theater,Theater,United States of America,"10001, 10121"
489272,Shooting Permit,06/04/2019 05:00:00 AM,06/04/2019 10:00:00 AM,06/03/2019 01:02:36 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
488514,Shooting Permit,06/04/2019 06:00:00 AM,06/04/2019 08:00:00 PM,05/30/2019 03:00:28 PM,"Mayor's Office of Film, Theatre & Broadcasting",BROOME STREET between MERCER STREET and WOOSTER STREET,Manhattan,"2, 3","1, 5",Still Photography,Not Applicable,United States of America,"10002, 10012, 10013"
488201,Shooting Permit,06/04/2019 06:00:00 AM,06/04/2019 10:00:00 PM,05/29/2019 04:31:09 PM,"Mayor's Office of Film, Theatre & Broadcasting","LAKE AVENUE between WENLOCK STREET and RONALD AVENUE,  WENLOCK STREET between SIMONSON AVENUE and LAKE AVENUE,  LAKE AVENUE between WENLOCK STREET and WESTBROOK AVENUE,  WENLOCK STREET between LAKE AVENUE and MELYN PLACE,  RONALD AVENUE between LAKE AVENUE and GRANITE AVENUE,  LAKE AVENUE between DIXON AVENUE and WALKER STREET,  DIXON AVENUE between SIMONSON AVENUE and GRANITE AVENUE",Staten Island,1,121,Film,Feature,United States of America,10303
488668,Shooting Permit,06/04/2019 06:00:00 AM,06/04/2019 10:00:00 PM,05/31/2019 09:07:11 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   76 STREET between CENTRAL PARK WEST and COLUMBUS AVENUE,  CENTRAL PARK WEST between WEST   76 STREET and WEST   77 STREET,  EAST   51 STREET between FIFTH AVENUE and MADISON AVENUE,  EAST   51 STREET between MADISON AVENUE and PARK AVENUE",Manhattan,"5, 64, 7","18, 20, 22",Commercial,Commercial,United States of America,"10020, 10022, 10023, 10024"
488664,Shooting Permit,06/04/2019 06:00:00 AM,06/04/2019 08:00:00 PM,05/31/2019 08:46:32 AM,"Mayor's Office of Film, Theatre & Broadcasting","PARK AVENUE between CLASSON AVENUE and TAAFFE PLACE,  PARK AVENUE between TAAFFE PLACE and KENT AVENUE,  FLUSHING AVENUE between CLASSON AVENUE and KENT AVENUE,  CLASSON AVENUE between PARK AVENUE and MYRTLE AVENUE,  TAAFFE PLACE between FLUSHING AVENUE and PARK AVENUE,  LITTLE NASSAU STREET between TAAFFE PLACE and KENT AVENUE",Brooklyn,"1, 2, 3","79, 88, 90",Film,Feature,United States of America,11205
488489,Shooting Permit,06/04/2019 06:00:00 AM,06/04/2019 10:00:00 PM,05/30/2019 02:16:35 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   79 STREET between MADISON AVENUE and 5 AVENUE,  5 AVENUE between EAST   79 STREET and EAST   78 STREET",Manhattan,"64, 8","19, 22",Still Photography,Not Applicable,United States of America,"10021, 10023, 10028, 10065, 10075, 10128"
488218,Theater Load in and Load Outs,06/04/2019 06:00:00 AM,06/05/2019 06:00:00 AM,05/29/2019 05:04:14 PM,"Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  BROADWAY between WEST   74 STREET and WEST   75 STREET,  WEST   75 STREET between AMSTERDAM AVENUE and BROADWAY",Manhattan,7,20,Theater,Theater,United States of America,10023
489328,Shooting Permit,06/04/2019 07:00:00 AM,06/04/2019 09:00:00 PM,06/03/2019 02:45:41 PM,"Mayor's Office of Film, Theatre & Broadcasting","34 AVENUE between 35 STREET and 36 STREET,  35 STREET between 34 AVENUE and 35 AVENUE",Queens,1,114,Television,Cable-episodic,United States of America,11106
488801,Shooting Permit,06/04/2019 07:00:00 AM,06/04/2019 08:00:00 PM,05/31/2019 02:18:47 PM,"Mayor's Office of Film, Theatre & Broadcasting","STARR AVENUE between VAN DAM STREET and BORDEN AVENUE,  REVIEW AVENUE between 35 STREET and BORDEN AVENUE",Queens,2,108,Television,Cable-other,United States of America,11101
488693,Shooting Permit,06/04/2019 07:00:00 AM,06/04/2019 09:00:00 PM,05/31/2019 10:52:41 AM,"Mayor's Office of Film, Theatre & Broadcasting","GOTHIC DRIVE between 168 STREET and CHAPIN PARKWAY,  QUEENS BLVD between 83 AVENUE and VAN WYCK EXPY",Queens,"8, 9","102, 107",Television,Episodic series,United States of America,"11415, 11432"
488660,Shooting Permit,06/04/2019 07:00:00 AM,06/04/2019 08:00:00 PM,05/31/2019 08:00:55 AM,"Mayor's Office of Film, Theatre & Broadcasting",CPW between WEST   97 STREET and WEST  100 STREET,Manhattan,"64, 7","22, 24",Still Photography,Not Applicable,United States of America,"10023, 10025"
488678,Shooting Permit,06/04/2019 07:00:00 AM,06/04/2019 09:00:00 PM,05/31/2019 10:07:21 AM,"Mayor's Office of Film, Theatre & Broadcasting","10 AVENUE between WEST  206 STREET and WEST  207 STREET,  WEST  206 STREET between 9 AVENUE and 10 AVENUE,  BROADWAY between WEST  211 STREET and WEST  212 STREET,  WEST  212 STREET between BROADWAY and 10 AVENUE,  BROADWAY between ACADEMY STREET and ISHAM STREET,  BROADWAY between WEST  204 STREET and WEST  207 STREET,  WEST  207 STREET between COOPER STREET and BROADWAY,  10 AVENUE between WEST  207 STREET and POST AVENUE",Manhattan,12,34,Film,Feature,United States of America,10034
488856,Shooting Permit,06/04/2019 07:00:00 AM,06/04/2019 11:00:00 PM,05/31/2019 03:59:54 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST  140 STREET between LOCUST AVENUE and WALNUT AVENUE,  WALNUT AVENUE between EAST  139 STREET and EAST  140 STREET,  EAST  139 STREET between WALNUT AVENUE and LOCUST AVENUE",Bronx,1,40,Television,Episodic series,United States of America,10454
488504,Shooting Permit,06/04/2019 07:00:00 AM,06/04/2019 11:00:00 PM,05/30/2019 02:46:30 PM,"Mayor's Office of Film, Theatre & Broadcasting","Kingsland Avenue between Dead End Avenue and Greenpoint Avenue,  KINGSLAND AVENUE between GREENPOINT AVENUE and NORTH HENRY STREET",Brooklyn,1,94,Television,Cable-episodic,United States of America,11222
488139,Shooting Permit,06/04/2019 09:00:00 AM,06/05/2019 01:00:00 AM,05/29/2019 02:11:03 PM,"Mayor's Office of Film, Theatre & Broadcasting","WILLOW AVENUE between TOMPKINS AVENUE and BAY STREET,  LANGERE PLACE between WILLOW AVENUE and LYNHURST AVENUE",Staten Island,1,120,Television,Episodic series,United States of America,10305
488588,Shooting Permit,06/04/2019 09:00:00 AM,06/04/2019 10:00:00 PM,05/30/2019 06:25:18 PM,"Mayor's Office of Film, Theatre & Broadcasting","JOHNSON AVENUE between SCOTT AVENUE and GARDNER AVENUE,  SCOTT AVENUE between RANDOLPH STREET and JOHNSON AVENUE,  FLUSHING AVENUE between SCOTT AVENUE and INGRAHAM STREET,  GARDNER AVENUE between JOHNSON AVENUE and FLUSHING AVENUE,  INGRAHAM STREET between STEWART AVENUE and FLUSHING AVENUE,  STEWART AVENUE between JOHNSON AVENUE and HARRISON PLACE,  JOHNSON AVENUE between STEWART AVENUE and VARICK AVENUE",Brooklyn,"1, 4","83, 90",Television,Episodic series,United States of America,11237
488039,Shooting Permit,06/04/2019 11:00:00 AM,06/04/2019 10:30:00 PM,05/29/2019 10:31:46 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   44 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,14,Theater,Theater,United States of America,10036
488264,Shooting Permit,06/04/2019 01:00:00 PM,06/05/2019 03:00:00 AM,05/29/2019 08:10:33 PM,"Mayor's Office of Film, Theatre & Broadcasting","MESEROLE STREET between BUSHWICK AVENUE and WATERBURY STREET,  MESEROLE STREET between BUSHWICK PLACE and WATERBURY STREET,  BUSHWICK PLACE between MESEROLE STREET and MONTROSE AVENUE,  BUSHWICK PLACE between MESEROLE STREET and MONTROSE AVENUE,  MONTROSE AVENUE between BUSHWICK PLACE and BUSHWICK AVENUE,  BUSHWICK PLACE between MONTROSE AVENUE and JOHNSON AVENUE,  BUSHWICK AVENUE between MONTROSE AVENUE and SCHOLES STREET,  MAUJER STREET between HUMBOLDT STREET and BUSHWICK AVENUE",Brooklyn,1,90,Film,Feature,United States of America,11206
488444,Shooting Permit,06/04/2019 04:00:00 PM,06/05/2019 06:00:00 AM,05/30/2019 01:16:07 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST  161 STREET between WALTON AVENUE and GRAND CONCOURSE,  GRAND CONCOURSE between EAST  161 STREET and EAST  158 STREET,  GRAND CONCOURSE between EAST  158 STREET and EAST  151 STREET,  GRAND CONCOURSE between EAST  162 STREET and EAST  161 STREET,  EAST  161 STREET between GRAND CONCOURSE and SHERIDAN AVENUE,  GRAND CONCOURSE between EAST  162 STREET and EAST  163 STREET,  WALTON AVENUE between EAST  161 STREET and EAST  158 STREET,  PARK AVENUE between EAST   63 STREET and EAST   60 STREET,  EAST   62 STREET between PARK AVENUE and LEXINGTON AVENUE,  EAST   58 STREET between PARK AVENUE and 3 AVENUE,  LEXINGTON AVENUE between EAST   58 STREET and EAST   57 STREET",Manhattan,"4, 5, 6, 8","17, 18, 19, 44",Television,Episodic series,United States of America,"10022, 10065, 10155, 10451, 10452"
487666,Shooting Permit,06/04/2019 04:00:00 PM,06/05/2019 01:00:00 AM,05/27/2019 10:28:49 PM,"Mayor's Office of Film, Theatre & Broadcasting",DAVIDSON AVENUE between WEST  174 STREET and W. 175 STREET,Bronx,5,46,Film,Feature,United States of America,10453
488445,DCAS Prep/Shoot/Wrap Permit,06/04/2019 08:00:00 PM,06/05/2019 01:30:00 AM,05/30/2019 01:16:56 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST  161 STREET between WALTON AVENUE and GRAND CONCOURSE,  EAST  161 STREET between WALTON AVENUE and GRAND CONCOURSE,  WALTON AVENUE between EAST  161 STREET and EAST  158 STREET,  GRAND CONCOURSE between EAST  161 STREET and EAST  158 STREET,  GRAND CONCOURSE between EAST  158 STREET and EAST  151 STREET,  GRAND CONCOURSE between EAST  162 STREET and EAST  163 STREET",Bronx,4,44,Television,Episodic series,United States of America,"10451, 10452"
488182,Theater Load in and Load Outs,06/05/2019 12:01:00 AM,06/07/2019 06:00:00 AM,05/29/2019 03:37:16 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   43 STREET between 6 AVENUE and BROADWAY,Manhattan,5,14,Theater,Theater,United States of America,10036
489555,Shooting Permit,06/05/2019 04:00:00 AM,06/05/2019 10:00:00 AM,06/04/2019 11:47:41 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
489176,Shooting Permit,06/05/2019 06:00:00 AM,06/05/2019 09:00:00 PM,06/03/2019 09:43:02 AM,"Mayor's Office of Film, Theatre & Broadcasting","PORTER AVENUE between DIVISION PLACE and LOMBARDY STREET,  LOMBARDY STREET between STEWART AVENUE and PORTER AVENUE",Brooklyn,1,94,Film,Feature,United States of America,11222
