EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
489651,Shooting Permit,06/10/2019 07:00:00 AM,06/10/2019 09:00:00 PM,06/04/2019 02:29:01 PM,"Mayor's Office of Film, Theatre & Broadcasting","34 AVENUE between 35 STREET and 36 STREET,  35 STREET between 34 AVENUE and 35 AVENUE",Queens,1,114,Television,Cable-episodic,United States of America,11106
490162,Shooting Permit,06/10/2019 09:00:00 AM,06/10/2019 05:00:00 PM,06/05/2019 09:42:00 PM,"Mayor's Office of Film, Theatre & Broadcasting",BROADWAY between WEST   26 STREET and WEST   25 STREET,Manhattan,5,13,WEB,Not Applicable,United States of America,10010
490219,Shooting Permit,06/10/2019 10:00:00 AM,06/10/2019 10:00:00 PM,06/06/2019 10:02:55 AM,"Mayor's Office of Film, Theatre & Broadcasting","PIERREPONT STREET between WILLOW STREET and COLUMBIA HEIGHTS,  HICKS STREET between REMSEN STREET and MONTAGUE STREET,  PIERREPONT STREET between HENRY STREET and HICKS STREET",Brooklyn,2,84,Commercial,Commercial,United States of America,11201
490502,Shooting Permit,06/10/2019 01:00:00 PM,06/10/2019 07:00:00 PM,06/07/2019 09:12:22 AM,"Mayor's Office of Film, Theatre & Broadcasting",BOWNE STREET between VAN BRUNT STREET and RICHARDS STREET,Brooklyn,6,76,Still Photography,Not Applicable,United States of America,11231
490399,Shooting Permit,06/10/2019 02:00:00 PM,06/11/2019 03:00:00 AM,06/06/2019 04:37:49 PM,"Mayor's Office of Film, Theatre & Broadcasting","28 AVENUE between 35 STREET and 36 STREET,  28 AVENUE between 36 STREET and 37 STREET,  28 AVENUE between STEINWAY STREET and 38 STREET,  STEINWAY STREET between 28 AVENUE and ASTORIA BOULEVARD",Queens,1,114,Film,Feature,United States of America,11103
485776,Theater Load in and Load Outs,06/11/2019 12:01:00 AM,06/11/2019 11:59:00 PM,05/17/2019 03:12:01 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   11 STREET between 3 AVENUE and 4 AVENUE,  3 AVENUE between EAST   11 STREET and EAST   12 STREET",Manhattan,"11, 3","23, 9",Theater,Theater,United States of America,"10003, 10029"
465310,Theater Load in and Load Outs,06/11/2019 12:01:00 AM,06/12/2019 06:00:00 AM,02/20/2019 10:04:06 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   33 STREET between 7 AVENUE and 8 AVENUE,Manhattan,5,14,Theater,Theater,United States of America,"10001, 10121"
491112,Shooting Permit,06/11/2019 04:00:00 AM,06/11/2019 10:00:00 AM,06/10/2019 03:17:04 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
490164,Shooting Permit,06/11/2019 04:00:00 AM,06/11/2019 08:00:00 PM,06/05/2019 10:14:52 PM,"Mayor's Office of Film, Theatre & Broadcasting",BROADWAY between WEST   25 STREET and WEST   26 STREET,Manhattan,5,13,WEB,Not Applicable,United States of America,10010
489984,Theater Load in and Load Outs,06/11/2019 06:00:00 AM,06/12/2019 07:00:00 AM,06/05/2019 01:15:45 PM,"Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  BROADWAY between WEST   74 STREET and WEST   75 STREET,  WEST   75 STREET between BROADWAY and AMSTERDAM AVENUE",Manhattan,7,20,Theater,Theater,United States of America,10023
490270,Shooting Permit,06/11/2019 06:00:00 AM,06/11/2019 09:00:00 PM,06/06/2019 12:05:54 PM,"Mayor's Office of Film, Theatre & Broadcasting","RIVERSIDE DRIVE between WEST   86 STREET and WEST   89 STREET,  RIVERSIDE DRIVE between WEST   86 STREET and WEST   87 STREET,  WEST   86 STREET between RIVERSIDE DRIVE and WEST END AVENUE,  WEST END AVENUE between WEST   86 STREET and WEST   88 STREET,  WEST   86 STREET between WEST END AVENUE and BROADWAY",Manhattan,7,"20, 24",Television,Cable-episodic,United States of America,10024
490629,Rigging Permit,06/11/2019 06:00:00 AM,06/11/2019 08:00:00 PM,06/07/2019 02:13:10 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST  173 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,Manhattan,12,33,Film,Feature,United States of America,10032
489844,Shooting Permit,06/11/2019 06:00:00 AM,06/11/2019 09:00:00 PM,06/04/2019 10:59:14 PM,"Mayor's Office of Film, Theatre & Broadcasting",CLINTON STREET between PACIFIC STREET and AMITY STREET,Brooklyn,6,76,Still Photography,Not Applicable,United States of America,11201
489226,Shooting Permit,06/11/2019 06:00:00 AM,06/11/2019 09:00:00 PM,06/03/2019 11:26:38 AM,"Mayor's Office of Film, Theatre & Broadcasting",HICKS STREET between STATE STREET and JORALEMON STREET,Brooklyn,2,84,WEB,Not Applicable,United States of America,11201
488547,Shooting Permit,06/11/2019 06:00:00 AM,06/11/2019 11:00:00 PM,05/30/2019 04:26:11 PM,"Mayor's Office of Film, Theatre & Broadcasting","82 AVENUE between 132 STREET and 126 STREET,  QUEENS BLVD between 83 AVENUE and MAIN STREET,  KEW GARDENS ROAD between 82 AVENUE and 82 ROAD,  KEW GARDENS ROAD between 82 ROAD and MOWBRAY DRIVE,  KEW GARDENS ROAD between 83 DRIVE and 84 AVENUE",Queens,"8, 9","102, 107",Television,Cable-episodic,United States of America,"11415, 11435"
490276,Rigging Permit,06/11/2019 06:00:00 AM,06/11/2019 07:00:00 PM,06/06/2019 12:17:04 PM,"Mayor's Office of Film, Theatre & Broadcasting","AUDUBON AVENUE between WEST  174 STREET and WEST  175 STREET,  WEST  175 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  175 STREET between AMSTERDAM AVENUE and AUDUBON AVENUE",Manhattan,12,33,Film,Feature,United States of America,10033
490721,Shooting Permit,06/11/2019 06:00:00 AM,06/11/2019 09:00:00 PM,06/07/2019 05:05:48 PM,"Mayor's Office of Film, Theatre & Broadcasting","MANHATTAN AVENUE between WEST  102 STREET and WEST  100 STREET,  WEST  101 STREET between CPW and MANHATTAN AVENUE,  WEST  102 STREET between CPW and MANHATTAN AVENUE,  WEST  100 STREET between CPW and MANHATTAN AVENUE,  CPW between WEST  102 STREET and WEST  100 STREET,  CENTRAL PARK WEST between WEST  100 STREET and WEST   97 STREET,  EAST  121 STREET between PARK AVENUE and MADISON AVENUE,  MADISON AVENUE between EAST  121 STREET and EAST  122 STREET,  EAST  122 STREET between MADISON AVENUE and PARK AVENUE,  PARK AVENUE between EAST  122 STREET and EAST  123 STREET,  MADISON AVENUE between EAST  122 STREET and EAST  124 STREET,  MADISON AVENUE between EAST  122 STREET and EAST  124 STREET,  EAST  124 STREET between MADISON AVENUE and 5 AVENUE,  MADISON AVENUE between EAST  124 STREET and EAST  125 STREET,  EAST  124 STREET between MADISON AVENUE and PARK AVENUE",Manhattan,"11, 64, 7","22, 24, 25",Film,Feature,United States of America,"10025, 10035"
489419,Shooting Permit,06/11/2019 06:00:00 AM,06/11/2019 10:00:00 PM,06/03/2019 06:33:48 PM,"Mayor's Office of Film, Theatre & Broadcasting","1 AVENUE between 43 STREET and 41 STREET,  42 STREET between DEAD END and 2 AVENUE",Brooklyn,7,72,Film,Feature,United States of America,11232
490218,Shooting Permit,06/11/2019 07:00:00 AM,06/11/2019 07:00:00 PM,06/06/2019 10:02:14 AM,"Mayor's Office of Film, Theatre & Broadcasting",COURT STREET between 1 PLACE and 2 PLACE,Brooklyn,6,76,Still Photography,Not Applicable,United States of America,11231
490000,Shooting Permit,06/11/2019 07:00:00 AM,06/11/2019 10:00:00 PM,06/05/2019 01:48:36 PM,"Mayor's Office of Film, Theatre & Broadcasting","JAVA STREET between WEST STREET and DEAD END,  KENT STREET between WEST STREET and DEAD END",Brooklyn,1,94,Television,Cable-episodic,United States of America,11222
490501,Shooting Permit,06/11/2019 07:00:00 AM,06/11/2019 07:00:00 PM,06/07/2019 09:12:03 AM,"Mayor's Office of Film, Theatre & Broadcasting",FRONT STREET between BRIDGE STREET and GOLD STREET,Brooklyn,2,84,Film,Short,United States of America,11201
490628,Shooting Permit,06/11/2019 07:00:00 AM,06/11/2019 09:00:00 PM,06/07/2019 02:06:23 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   52 STREET between 5 AVENUE and 6 AVENUE,  WEST   52 STREET between 6 AVENUE and 7 AVENUE,  BALTIC STREET between HENRY STREET and CLINTON STREET,  HENRY STREET between BALTIC STREET and KANE STREET,  BALTIC STREET between HENRY STREET and HICKS STREET,  KANE STREET between HENRY STREET and CLINTON STREET,  COURT STREET between AMITY STREET and DEGRAW STREET",Manhattan,"2, 5, 6","18, 76, 84",Film,Feature,United States of America,"10019, 10103, 11201, 11231"
490616,Shooting Permit,06/11/2019 07:00:00 AM,06/11/2019 09:00:00 PM,06/07/2019 01:43:20 PM,"Mayor's Office of Film, Theatre & Broadcasting","34 AVENUE between 35 STREET and 36 STREET,  35 STREET between 34 AVENUE and 35 AVENUE",Queens,1,114,Television,Cable-episodic,United States of America,11106
490444,Shooting Permit,06/11/2019 07:00:00 AM,06/11/2019 10:00:00 PM,06/06/2019 07:05:03 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   27 STREET between 10 AVENUE and 11 AVENUE,  WEST   27 STREET between 10 AVENUE and 11 AVENUE,  WEST   25 STREET between 9 AVENUE and 10 AVENUE,  WEST   28 STREET between 10 AVENUE and 11 AVENUE",Manhattan,4,10,Film,Feature,United States of America,10001
489568,Shooting Permit,06/11/2019 07:00:00 AM,06/12/2019 02:00:00 AM,06/04/2019 12:07:33 PM,"Mayor's Office of Film, Theatre & Broadcasting","Queens Plaza South between 21 Street and 22 Street,  22 Street between Queens Plaza South and 43 Avenue,  Queens Plaza South between 22 Street and 21 Street",Queens,2,108,Television,Episodic series,United States of America,11101
490339,Shooting Permit,06/11/2019 07:00:00 AM,06/11/2019 10:00:00 PM,06/06/2019 02:04:22 PM,"Mayor's Office of Film, Theatre & Broadcasting","LAKE AVENUE between WENLOCK STREET and RONALD AVENUE,  LAKE AVENUE between WENLOCK STREET and WESTBROOK AVENUE,  WENLOCK STREET between LAKE AVENUE and MELYN PLACE,  WENLOCK STREET between SIMONSON AVENUE and LAKE AVENUE,  RONALD AVENUE between LAKE AVENUE and GRANITE AVENUE,  DIXON AVENUE between SIMONSON AVENUE and LAKE AVENUE,  DIXON AVENUE between LAKE AVENUE and GRANITE AVENUE,  LAKE AVENUE between DIXON AVENUE and WALKER STREET",Staten Island,1,121,Film,Feature,United States of America,10303
489766,Shooting Permit,06/11/2019 07:00:00 AM,06/11/2019 07:00:00 PM,06/04/2019 05:46:25 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   30 STREET between 11 AVENUE and 10 AVENUE,Manhattan,"4, 64","10, 22",Still Photography,Not Applicable,United States of America,"10001, 10023"
489256,Shooting Permit,06/11/2019 07:00:00 AM,06/11/2019 11:00:00 PM,06/03/2019 12:41:31 PM,"Mayor's Office of Film, Theatre & Broadcasting","BORDEN AVE between 2 STREET and 5 STREET,  2 STREET between BORDEN AVENUE and 54 AVENUE",Queens,2,108,Film,Feature,United States of America,11101
489901,Shooting Permit,06/11/2019 07:00:00 AM,06/11/2019 11:00:00 PM,06/05/2019 10:45:22 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAST  140 STREET between LOCUST AVENUE and WALNUT AVENUE,  WALNUT AVENUE between EAST  139 STREET and EAST  140 STREET,  EAST  139 STREET between WALNUT AVENUE and LOCUST AVENUE",Bronx,1,40,Television,Episodic series,United States of America,10454
490942,Shooting Permit,06/11/2019 07:00:00 AM,06/11/2019 08:00:00 PM,06/10/2019 09:04:26 AM,"Mayor's Office of Film, Theatre & Broadcasting","STARR AVENUE between VAN DAM STREET and BORDEN AVENUE,  REVIEW AVENUE between 35 STREET and BORDEN AVENUE",Queens,2,108,Television,Cable-other,United States of America,11101
490510,Shooting Permit,06/11/2019 07:30:00 AM,06/11/2019 08:30:00 PM,06/07/2019 09:42:08 AM,"Mayor's Office of Film, Theatre & Broadcasting","WESTMINSTER ROAD between DORCHESTER ROAD and DITMAS AVENUE,  DITMAS AVENUE between RUGBY ROAD and STRATFORD ROAD,  ARGYLE ROAD between DORCHESTER ROAD and DITMAS AVENUE,  DITMAS AVENUE between ARGYLE ROAD and CONEY ISLAND AVENUE,  CONEY ISLAND AVENUE between DITMAS AVENUE and NEWKIRK AVENUE,  STRATFORD ROAD between DITMAS AVENUE and DORCHESTER ROAD",Brooklyn,"12, 14","66, 70",Television,Episodic series,United States of America,"11218, 11226, 11230"
490504,Theater Load in and Load Outs,06/11/2019 08:00:00 AM,06/11/2019 08:00:00 PM,06/07/2019 09:16:59 AM,"Mayor's Office of Film, Theatre & Broadcasting",ASHLAND PLACE between LAFAYETTE AVENUE and HANSON PLACE,Brooklyn,2,88,Theater,Theater,United States of America,11217
490594,Shooting Permit,06/11/2019 09:00:00 AM,06/11/2019 08:00:00 PM,06/07/2019 12:42:31 PM,"Mayor's Office of Film, Theatre & Broadcasting",EAST   74 STREET between 5 AVENUE and MADISON AVENUE,Manhattan,8,19,Still Photography,Not Applicable,United States of America,10021
490622,Shooting Permit,06/11/2019 10:00:00 AM,06/11/2019 04:00:00 PM,06/07/2019 01:57:51 PM,"Mayor's Office of Film, Theatre & Broadcasting","LINCOLN ROAD between OCEAN AVENUE and FLATBUSH AVENUE,  OCEAN AVENUE between LINCOLN ROAD and PARKSIDE AVENUE",Brooklyn,"55, 9","71, 78",Commercial,Commercial,United States of America,11225
489967,Shooting Permit,06/11/2019 10:00:00 AM,06/11/2019 07:00:00 PM,06/05/2019 12:45:45 PM,"Mayor's Office of Film, Theatre & Broadcasting","PARK AVENUE between EAST   72 STREET and EAST   76 STREET,  LEXINGTON AVENUE between EAST   76 STREET and EAST   77 STREET,  3 AVENUE between EAST   74 STREET and EAST   78 STREET,  EAST   76 STREET between LEXINGTON AVENUE and THIRD AVENUE,  EAST   76 STREET between THIRD AVENUE and LEXINGTON AVENUE",Manhattan,8,19,Television,Episodic series,United States of America,"10021, 10075"
490597,Shooting Permit,06/11/2019 12:00:00 PM,06/11/2019 10:30:00 PM,06/07/2019 01:01:42 PM,"Mayor's Office of Film, Theatre & Broadcasting","62 DRIVE between 98 STREET and 99 STREET,  40 AVENUE between 9 STREET and 10 STREET,  12 STREET between 40 AVENUE and 38 AVENUE",Queens,"1, 6","112, 114",Film,Feature,United States of America,"11101, 11374"
491137,Shooting Permit,06/11/2019 02:00:00 PM,06/12/2019 04:00:00 AM,06/10/2019 04:08:46 PM,"Mayor's Office of Film, Theatre & Broadcasting","28 AVENUE between 43 STREET and 46 STREET,  STEINWAY STREET between 28 AVENUE and ASTORIA BOULEVARD",Queens,1,114,Film,Feature,United States of America,"11102, 11103"
490535,Shooting Permit,06/11/2019 07:00:00 PM,06/12/2019 02:00:00 AM,06/07/2019 11:13:16 AM,"Mayor's Office of Film, Theatre & Broadcasting","METROPOLITAN AVENUE between 74 AVENUE and 72 AVENUE,  METROPOLITAN AVENUE between 72 AVENUE and 71 DRIVE,  72 AVENUE between NANSEN STREET and METROPOLITAN AVENUE,  71 DRIVE between METROPOLITAN AVENUE and UNION TURNPIKE,  METROPOLITAN AVENUE between LEFFERTS BOULEVARD and PARK LANE SOUTH,  METROPOLITAN AVENUE between 118 STREET and 116 STREET,  ASCAN AVENUE between METROPOLITAN AVENUE and MANSE STREET,  72 ROAD between METROPOLITAN AVENUE and MANSE STREET",Queens,"6, 9","102, 112",Film,Feature,United States of America,"11375, 11415, 11418"
489716,Theater Load in and Load Outs,06/12/2019 12:01:00 AM,06/15/2019 06:00:00 AM,06/04/2019 04:02:24 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   33 STREET between 7 AVENUE and 8 AVENUE,Manhattan,5,14,Theater,Theater,United States of America,"10001, 10121"
485780,Theater Load in and Load Outs,06/12/2019 12:01:00 AM,06/13/2019 06:00:00 AM,05/17/2019 03:19:31 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   11 STREET between 3 AVENUE and 4 AVENUE,  3 AVENUE between EAST   11 STREET and EAST   12 STREET",Manhattan,"11, 3","23, 9",Theater,Theater,United States of America,"10003, 10029"
490231,Shooting Permit,06/12/2019 02:00:00 AM,06/12/2019 10:00:00 AM,06/06/2019 10:32:20 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
491048,Shooting Permit,06/12/2019 04:00:00 AM,06/12/2019 10:00:00 AM,06/10/2019 12:55:05 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
490278,Rigging Permit,06/12/2019 06:00:00 AM,06/12/2019 07:00:00 PM,06/06/2019 12:18:00 PM,"Mayor's Office of Film, Theatre & Broadcasting","AUDUBON AVENUE between WEST  174 STREET and WEST  175 STREET,  WEST  175 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  175 STREET between AMSTERDAM AVENUE and AUDUBON AVENUE",Manhattan,12,33,Film,Feature,United States of America,10033
491173,Shooting Permit,06/12/2019 06:00:00 AM,06/12/2019 08:00:00 PM,06/10/2019 06:14:13 PM,"Mayor's Office of Film, Theatre & Broadcasting","SCOTT AVE between DEAD END and RANDOLPH STREET,  RANDOLPH STREET between SCOTT AVENUE and GARDNER AVENUE",Brooklyn,"1, 55","78, 90",WEB,Not Applicable,United States of America,"11237, 11238"
491190,Shooting Permit,06/12/2019 06:00:00 AM,06/12/2019 09:00:00 PM,06/10/2019 07:21:20 PM,"Mayor's Office of Film, Theatre & Broadcasting",PROSPECT PARK SOUTHWEST between 11 AVENUE and WINDSOR PLACE,Brooklyn,"55, 7","72, 78",Film,Feature,United States of America,"11215, 11218"
489987,Shooting Permit,06/12/2019 06:00:00 AM,06/12/2019 08:00:00 PM,06/05/2019 01:23:36 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   63 STREET between 5 AVENUE and MADISON AVENUE,  EAST   63 STREET between MADISON AVENUE and PARK AVENUE,  EAST   62 STREET between 5 AVENUE and MADISON AVENUE,  EAST   62 STREET between MADISON AVENUE and PARK AVENUE,  5 AVENUE between EAST   64 STREET and EAST   63 STREET,  MADISON AVENUE between EAST   63 STREET and EAST   62 STREET,  MADISON AVENUE between EAST   62 STREET and EAST   61 STREET",Manhattan,"64, 8","19, 22",Television,Cable-episodic,United States of America,10065
490421,Shooting Permit,06/12/2019 06:00:00 AM,06/12/2019 08:00:00 PM,06/06/2019 05:27:44 PM,"Mayor's Office of Film, Theatre & Broadcasting","RIVERSIDE DRIVE between WEST   86 STREET and WEST   89 STREET,  RIVERSIDE DRIVE between WEST   86 STREET and WEST   87 STREET,  WEST   86 STREET between RIVERSIDE DRIVE and WEST END AVENUE,  WEST   86 STREET between WEST END AVENUE and BROADWAY,  WEST END AVENUE between WEST   86 STREET and WEST   88 STREET",Manhattan,7,"20, 24",Television,Cable-episodic,United States of America,10024
489423,Shooting Permit,06/12/2019 06:00:00 AM,06/12/2019 10:00:00 PM,06/03/2019 06:50:55 PM,"Mayor's Office of Film, Theatre & Broadcasting","1 AVENUE between 43 STREET and 41 STREET,  42 STREET between DEAD END and 2 AVENUE",Brooklyn,7,72,Film,Feature,United States of America,11232
491033,Rigging Permit,06/12/2019 06:00:00 AM,06/12/2019 08:00:00 PM,06/10/2019 12:22:30 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST  187 STREET between OVERLOOK TERRACE and BENNETT AVENUE,Manhattan,12,34,Film,Feature,United States of America,10033
491142,Shooting Permit,06/12/2019 06:00:00 AM,06/12/2019 06:00:00 PM,06/10/2019 04:20:22 PM,"Mayor's Office of Film, Theatre & Broadcasting","W. 116 STREET between ADAM CLAYTON POWELL BOULEVARD and MALCOLM X BOULEVARD,  WEST  115 STREET between ADAM CLAYTON POWELL BOULEVARD and MALCOLM X BOULEVARD,  MALCOLM X BOULEVARD between WEST  115 STREET and WEST  112 STREET",Manhattan,10,28,Film,Short,United States of America,10026
491234,Shooting Permit,06/12/2019 06:00:00 AM,06/12/2019 08:00:00 PM,06/11/2019 08:21:38 AM,"Mayor's Office of Film, Theatre & Broadcasting","NOSTRAND AVENUE between AVENUE H and AVENUE I,  PARKSIDE AVENUE between ROGERS AVENUE and NOSTRAND AVENUE",Brooklyn,"14, 9","70, 71",Still Photography,Not Applicable,United States of America,"11210, 11226"
489979,Shooting Permit,06/12/2019 06:00:00 AM,06/12/2019 09:00:00 PM,06/05/2019 01:10:46 PM,"Mayor's Office of Film, Theatre & Broadcasting",EAST   19 STREET between DORCHESTER ROAD and DITMAS AVENUE,Brooklyn,14,70,Commercial,Commercial,United States of America,11226
490980,Shooting Permit,06/12/2019 06:30:00 AM,06/12/2019 08:30:00 PM,06/10/2019 10:29:13 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST 39TH STREET between 10 AVENUE and 11 AVENUE,Manhattan,4,10,Commercial,Commercial,United States of America,10018
491040,Shooting Permit,06/12/2019 07:00:00 AM,06/12/2019 08:00:00 PM,06/10/2019 12:38:04 PM,"Mayor's Office of Film, Theatre & Broadcasting","SPOFFORD AVENUE between COSTER STREET and FAILE STREET,  HUNTS POINT AVENUE between SPOFFORD AVENUE and BRYANT AVENUE,  WALNUT AVENUE between EAST  139 STREET and EAST  140 STREET,  HUNTS POINT AVENUE between BRYANT AVENUE and RANDALL AVENUE,  BRYANT AVENUE between HUNTS POINT AVENUE and RANDALL AVENUE,  RANDALL AVENUE between BRYANT AVENUE and LONGFELLOW AVENUE,  EAST  140 STREET between LOCUST AVENUE and WALNUT AVENUE,  EAST  139 STREET between WALNUT AVENUE and LOCUST AVENUE",Bronx,"1, 2, 7","40, 41, 72",Television,Episodic series,United States of America,"10454, 10474, 11220"
490627,Shooting Permit,06/12/2019 07:00:00 AM,06/12/2019 09:00:00 PM,06/07/2019 02:05:23 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST  173 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  BROADWAY between WEST  174 STREET and WEST  175 STREET,  BROADWAY between WEST  172 STREET and WEST  173 STREET,  BROADWAY between WEST  171 STREET and WEST  172 STREET,  BROADWAY between WEST  170 STREET and WEST  171 STREET,  BROADWAY between WEST  170 STREET and WEST  171 STREET,  WEST  171 STREET between BROADWAY and ST NICHOLAS AVENUE,  ST NICHOLAS AVENUE between WEST  172 STREET and WEST  173 STREET,  ST NICHOLAS AVENUE between WEST  172 STREET and WEST  173 STREET,  ST NICHOLAS AVENUE between WEST  171 STREET and WEST  172 STREET,  ST NICHOLAS AVENUE between WEST  171 STREET and WEST  172 STREET,  ST NICHOLAS AVENUE between WEST  173 STREET and WEST  174 STREET,  ST NICHOLAS AVENUE between WEST  173 STREET and WEST  174 STREET,  AUDUBON AVENUE between WEST  173 STREET and WEST  174 STREET,  AMSTERDAM AVENUE between WEST  172 STREET and WEST  173 STREET,  WADSWORTH AVENUE between WEST  174 STREET and WEST  175 STREET",Manhattan,12,33,Film,Feature,United States of America,"10032, 10033"
490102,Shooting Permit,06/12/2019 07:00:00 AM,06/12/2019 11:00:00 PM,06/05/2019 04:35:39 PM,"Mayor's Office of Film, Theatre & Broadcasting","BORDEN AVE between 2 STREET and 5 STREET,  2 STREET between BORDEN AVENUE and 54 AVENUE",Queens,2,108,Film,Feature,United States of America,11101
489970,Theater Load in and Load Outs,06/12/2019 07:00:00 AM,06/12/2019 08:00:00 PM,06/05/2019 12:47:36 PM,"Mayor's Office of Film, Theatre & Broadcasting",ASHLAND PLACE between LAFAYETTE AVENUE and HANSON PLACE,Brooklyn,2,88,Theater,Theater,United States of America,11217
490733,Shooting Permit,06/12/2019 07:00:00 AM,06/12/2019 08:30:00 PM,06/07/2019 05:24:37 PM,"Mayor's Office of Film, Theatre & Broadcasting","DONGAN HILLS AVENUE between RICHMOND ROAD and JEFFERSON STREET,  JEFFERSON STREET between DONGAN HILLS AVENUE and SEAVER AVENUE,  SEAVER AVENUE between RICHMOND ROAD and JEFFERSON STREET,  NORTH RAILROAD AVENUE between JEFFERSON AVENUE and STOBE AVENUE,  North Railroad Ave between SEAVER AVENUE and Stobe Ave,  VERA STREET between NAUGHTON AVENUE and SEAVER AVENUE,  NAUGHTON AVENUE between VERA STREET and HYLAN BOULEVARD,  JOYCE STREET between SEAVER AVENUE and NAUGHTON AVENUE,  JOYCE STREET between SEAVER AVENUE and NAUGHTON AVENUE",Staten Island,2,122,Television,Episodic series,United States of America,"10305, 10306"
490396,Shooting Permit,06/12/2019 07:00:00 AM,06/12/2019 07:00:00 PM,06/06/2019 04:25:29 PM,"Mayor's Office of Film, Theatre & Broadcasting",EAST   68 STREET between PARK AVENUE and LEXINGTON AVENUE,Manhattan,8,19,Still Photography,Not Applicable,United States of America,"10021, 10065"
491119,Shooting Permit,06/12/2019 07:00:00 AM,06/12/2019 10:00:00 PM,06/10/2019 03:33:07 PM,"Mayor's Office of Film, Theatre & Broadcasting",NORTH RAILROAD AVENUE between EMMET AVENUE and SPRATT AVENUE,Staten Island,3,"122, 123",Film,Feature,United States of America,"10306, 10309"
490722,Shooting Permit,06/12/2019 07:00:00 AM,06/12/2019 08:30:00 PM,06/07/2019 05:06:41 PM,"Mayor's Office of Film, Theatre & Broadcasting","BROOME STREET between FORSYTH STREET and ELDRIDGE STREET,  FORSYTH STREET between GRAND STREET and BROOME STREET",Manhattan,3,5,WEB,Not Applicable,United States of America,10002
491007,Shooting Permit,06/12/2019 07:00:00 AM,06/12/2019 10:00:00 PM,06/10/2019 11:22:16 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   16 STREET between 7 AVENUE and 8 AVENUE,  8 AVENUE between WEST   19 STREET and WEST   18 STREET,  EAST   16 STREET between RUTHERFORD PLACE and 3 AVENUE",Manhattan,"4, 6","10, 13",Television,Episodic series,United States of America,"10003, 10011"
490871,Shooting Permit,06/12/2019 07:00:00 AM,06/12/2019 07:00:00 PM,06/09/2019 03:39:47 PM,"Mayor's Office of Film, Theatre & Broadcasting",BROADWAY between WEST   54 STREET and WEST   56 STREET,Manhattan,"4, 5",18,Still Photography,Not Applicable,United States of America,"10019, 10036"
491106,Shooting Permit,06/12/2019 07:00:00 AM,06/12/2019 09:00:00 PM,06/10/2019 03:01:29 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   76 STREET between PARK AVENUE and MADISON AVENUE,  MADISON AVENUE between EAST   75 STREET and EAST   77 STREET,  PARK AVENUE between EAST   74 STREET and EAST   78 STREET,  EAST   75 STREET between PARK AVENUE and MADISON AVENUE,  NELSON STREET between SMITH STREET and COURT STREET,  COURT STREET between HUNTINGTON STREET and 3 PLACE,  COURT STREET between 2 PLACE and LUQUER STREET,  SMITH STREET between HALLECK STREET and BAY STREET",Manhattan,"6, 8","19, 76",Film,Feature,United States of America,"10021, 10075, 11231"
490941,Shooting Permit,06/12/2019 07:30:00 AM,06/12/2019 08:30:00 PM,06/10/2019 09:00:35 AM,"Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
